ID,FC,p
GBP6,0.05696855,1
SGCB,0.049820663,1
AASDH,0.042652663,1
RGD1311575,0.021709549,1
CD200,0.091219719,1
CDS1,-0.042943929,1
EXOC1,0.101480305,1
TMPRSS7,0.146053275,1
PKD2,-0.03335489,1
LOC103693564,-0.008946044,1
DCUN1D4,0.030641442,1
CEP135,-0.163994975,1
MEPE,-0.489761209,1
GPAT3,-0.236005531,1
TLR6,-0.157257156,1
KLF3,-0.043451821,1
NMU,-0.058000501,1
ABRAXAS1,0.053040869,1
DMP1,0.13587541,1
PDCL2,0.477785899,1
PHLDB2,-0.155039303,1
CLOCK,0.110395908,1
NECTIN3,0.13305038,1
GNPDA2,0.056878581,1
MRPS18C,0.030028931,1
TBC1D1,-0.11501972,1
HELQ,-0.071352248,1
0,-0.021607307,1
PGM2,-0.253317908,1
NUDT9,0.044266138,1
HPSE,0.011787512,1
LOC498368,-0.124314106,1
RELL1,0.123798934,1
COQ2,-0.100138012,1
OCIAD2,-0.282147343,1
TMEM165,0.030195655,1
AABR07072371.1,0.181449026,1
SOWAHB,-0.263847497,1
LIN54,0.060033671,1
CCDC158,0.743864189,1
OCIAD1,0.137913794,1
GUF1,0.025259933,1
SHROOM3,0.018296084,1
HSD17B11,0.220577313,1
HSD17B13,-0.001577227,1
KLHL8,0.098267261,1
MYLK,0.027155289,1
SRD5A3,0.034493108,1
LOC100910270,0.440219704,1
STBD1,0.084734427,1
SCARB2,0.005742407,1
KIT,-0.031634638,1
ADCY5,-0.10114426,1
AFF1,0.272598416,1
SEMA5B,-0.189544317,1
DIRC2,-0.033962579,1
HSPBAP1,0.131727328,1
PDGFRA,0.028045182,1
SLC30A9,0.044187833,1
NUP54,0.019137509,1
FRYL,0.023437844,1
SEC31A,0.022941019,1
WDR5B,0.154365437,1
TMEM33,0.175358365,1
FAM162A,-0.062947022,1
ART3,-0.157410567,1
TMEM150C,-0.021015952,1
ENOPH1,-0.13311183,1
CASR,0.300698236,1
CHIC2,-0.171778096,1
HNRNPDL,-0.011766401,1
SLAIN2,-0.024196705,1
LNX1,0.074980545,1
NAAA,0.134955722,1
FIP1L1,0.037303896,1
PHF6,0.371645853,1
TEC,-0.292922975,1
SH3BGRL,0.186339782,1
LOC100909732,0.526447496,1
BRWD3,0.001123977,1
HNRNPD,0.023697181,1
SNX29,0.019937418,1
USO1,0.029946157,1
CORIN,0.022903046,1
KCNJ12,-0.075997962,1
SLC15A2,0.068039036,1
HLX,0.070720425,1
ATP10D,0.062148954,1
LOC103689943,0.231731196,1
LIMCH1,-0.001118809,1
TSN,0.036198073,1
COMMD8,0.200524224,1
AABR07039541.1,0.233885332,1
RGD1310587,-0.214670304,1
RGD1566265,0.186543148,1
GABRB1,0.029309465,1
LOC686087,0.095352546,1
GABRA4,0.083063924,1
DGKE,0.009992673,1
MARK1,-0.056574679,1
TRIM25,0.276059465,1
ALDH3A2,0.052268075,1
UCHL1,-0.097002858,1
RASGEF1B,-0.245168813,1
RGL1,-0.004062597,1
GABRA2,-0.009075548,1
TSEN15,-0.006813864,1
RAB3GAP2,-0.10634451,1
SCPEP1,-0.114794167,1
GABRG1,0.103459083,1
PRKG2,0.146553655,1
RNF112,-0.085015059,1
ITM2A,-0.120305916,1
IARS2,-0.037683954,1
RGS8,-0.165291475,1
SGCD,-0.223243832,1
AKAP1,-0.097689884,1
CLASP1,0.256829865,1
BPNT1,0.04570813,1
BMP3,-0.083756191,1
MFAP4,-0.380028078,1
PRG4,-0.367461331,1
TCEAL1,0.029984555,1
TRIM41,-0.060980104,1
MORF4L2,0.135649185,1
GLRA4,-0.269668247,1
EPRS,-0.031526504,1
TPR,0.04815657,1
SLC30A10,0.046446361,1
FAM129A,-0.110945343,1
PDXDC1,0.02773,1
RBM47,0.67247293,1
MAPK7,0.008192347,1
GPC4,-0.145821654,1
TFCP2L1,0.189925517,1
TGFB2,-0.026590362,1
PLP1,0.061693642,1
ZC3H7A,0.099342,1
AABR07029651.1,-0.05220547,1
PCTP,0.032015318,1
LPAR4,-0.328740474,1
G3BP2,-0.03695977,1
TMEM100,0.116819945,1
MMD,-0.040141566,1
RALB,-0.115886358,1
MFAP3,0.029306561,1
MAGED2,0.065765906,1
RRP15,-0.034966798,1
TXNDC11,-0.038811254,1
RNF2,-0.088971812,1
HLF,-0.126429652,1
NID1,-0.098841187,1
LOC108348055,0.017005525,1
TNR,-0.149929287,1
TRIM7,-0.044905158,1
IFI47,-0.435745016,1
POLQ,-0.366505541,1
ODR4,0.093740087,1
TOM1L1,0.185927356,1
AABR07058831.1,-0.216702076,1
INSIG2,0.118327581,1
GPR137B,0.125353571,1
GALNT10,-0.171648018,1
STXBP5L,-0.000919634,1
SPATA17,0.8729517,1
CDKL2,0.105295687,1
GNL3L,0.013474982,1
FLT4,-0.15274177,1
GPATCH2,-0.191944802,1
CCDC93,0.058408028,1
MTM1,-0.036597437,1
PDC,0.636163254,1
LITAF,-0.04868145,1
GPR37,-0.047986963,1
PTGS2,-0.261192619,1
RAP2C,0.248460112,1
C1GALT1C1,0.250566353,1
WNK3,-0.187671209,1
EPB41L5,-0.033233453,1
RHOH,1.122898753,1
PDS5A,0.049885052,1
HEATR6,0.034349997,1
KIFAP3,0.041863533,1
RGD1309748,0.080831704,1
RCHY1,-0.086241548,1
TNN,-0.372774981,1
HTR5B,-0.26021823,1
SMIM14,-0.057522476,1
NEWGENE_1562416,0.034659675,1
MCTS1,0.200410064,1
TAF1,0.095619104,1
TNP2,-0.509848148,1
SOCS1,-0.126918375,1
MRPS14,0.084159683,1
TEKT5,-0.216775805,1
CACYBP,0.156915914,1
NUBP1,0.097771525,1
SAP30L,-0.059536845,1
PARM1,0.045103555,1
TRMT1L,0.106530534,1
CUL4B,0.135796927,1
RPS6KA6,0.415985359,1
ESRRG,-0.062886889,1
DPP10,0.204730793,1
GRAP,0.278617836,1
SOX9,0.11386263,1
ERO1B,0.25217315,1
CARHSP1,0.002850482,1
DDX52,0.036953547,1
PMM2,0.011751252,1
IVNS1ABP,0.00905765,1
PTPN4,0.259808968,1
CAR10,-0.078939969,1
KCTD3,-0.021574028,1
CNOT8,-0.107819854,1
NACA,-0.065128104,1
DEXI,-0.210299645,1
ABAT,-0.029946318,1
PTGES3,0.259105358,1
UGDH,0.085714534,1
UTP18,-0.045517588,1
GEMIN5,-0.103444513,1
RAP1GAP2,-0.026251976,1
KCNK2,0.162185592,1
PLA2G4A,-0.489506903,1
CIITA,0.287220209,1
MAGEE1,0.092395806,1
PBDC1,0.038765196,1
EMP2,-0.369214649,1
LAMC2,0.259199447,1
CLUH,-0.101052542,1
NME2,-0.099508726,1
LAMC1,-0.177695498,1
ZFP692,-0.021043818,1
NME1,-0.20818024,1
TFB2M,0.333822567,1
MTMR1,0.053563619,1
HGD,0.26128319,1
VPS4B,0.048231586,1
PHF8,-0.020410082,1
CNST,-0.247983747,1
NUF2,-0.727308722,1
ZFP672,-0.148527573,1
METTL22,-0.051957907,1
NDUFB4,0.08259866,1
SEC14L1,-0.200255687,1
SELE,0.489781517,1
PRPSAP2,-0.072057827,1
BTC,0.282829565,1
RGS5,0.001595997,1
AABR07042077.1,-0.110009617,1
DHX9,0.133050143,1
RABGAP1L,0.003708433,1
FSTL1,-0.265412971,1
CCDC43,0.291531507,1
SPAG9,0.005896091,1
RC3H1,-0.007317171,1
ZDHHC15,0.144450761,1
ADAM11,-0.03140245,1
PAFAH1B1,0.113847891,1
TADA2A,-0.111429911,1
LIAS,-0.00497034,1
ULK2,0.085712749,1
METTL16,-0.0725305,1
DLG3,-0.121110349,1
TMEM114,-0.715875375,1
RGS4,-0.067597803,1
NPL,0.105712669,1
AATF,0.040229175,1
KDSR,0.057783067,1
AC108576.1,-0.305714593,1
SERPINC1,-0.309355499,1
POU3F4,-0.008377823,1
AABR07039648.1,-0.192608677,1
ABCB7,0.216798271,1
BCL2,0.004041076,1
SSTR2,0.062408603,1
COG1,-0.079077464,1
GPR156,1.578770932,1
GDPD2,0.058141407,1
0,-0.2077761,1
GFPT2,0.056958471,1
BRINP3,0.017481033,1
DARS2,0.231919028,1
HIGD1B,-0.175847692,1
EFTUD2,-0.074391093,1
PHLPP1,-0.045076896,1
MAPK9,0.10970994,1
NEWGENE_1559832,0.02006229,1
HSD17B7,0.159588345,1
RBFOX1,0.041569292,1
TOB1,0.053819635,1
WFIKKN2,0.209486449,1
SLC16A2,-0.319676572,1
GSK3B,-0.03770815,1
LUC7L3,0.074526688,1
PDZD11,-0.015059725,1
SLC19A2,0.146983663,1
ATP5F1B,-0.05177486,1
CDC42BPA,0.085276475,1
USP27X,0.028202092,1
MAOA,-0.021921587,1
FAM104A,-0.005853044,1
MYO19,-0.107414864,1
RFC1,0.072172638,1
CCDC181,-0.044282682,1
CLCN5,-0.069030661,1
CACNA1E,-0.139867586,1
NACC1,-0.133941829,1
RASSF6,0.220292202,1
RBM25L1,-0.608087023,1
FAM183A,-0.031223104,1
AABR07065078.1,0.035778718,1
KLHL20,0.075032129,1
EEF2KMT,-0.517922555,1
AFM,0.233885332,1
PSEN2,-0.003496794,1
DDR2,-0.169441309,1
ZCCHC2,0.049202659,1
ALG1,-0.090113891,1
BLZF1,0.041304007,1
MYH10,0.038363375,1
MNT,-0.066431421,1
NAGPA,-0.132681434,1
PRDX6,0.004868533,1
NME7,0.090494751,1
AKAP10,0.118327459,1
SPECC1,-0.078337321,1
ARR3,-0.036281843,1
CCDC103,-0.059809559,1
NR1I2,-0.509019025,1
PLEKHA6,-0.012313369,1
SLC35A4,-0.16327196,1
ALB,-0.102200538,1
PARN,0.033690151,1
TRMT1,-0.078924835,1
TRIM11,-0.097130106,1
CAR4,-0.173728369,1
SEC14L5,0.193841384,1
GFAP,-0.135514527,1
ADORA2B,0.171653813,1
UAP1,-0.053207359,1
GUK1,-0.130388973,1
PPL,0.071937138,1
WDR19,0.082789327,1
ATP1B1,-0.038163477,1
ANKRD40,-0.03120951,1
REN,0.886035106,1
ANKRD17,0.009836653,1
UHMK1,0.034708905,1
MRPL55,-0.180452831,1
RGD1304587,-0.005017076,1
SOCS3,0.64269872,1
ABCC3,0.207805972,1
PGS1,-0.169385015,1
LYL1,-0.432079531,1
P2RY4,0.025670777,1
STIM2,0.023416153,1
SHROOM4,-0.147284152,1
LOC100909913,-0.153948472,1
C1QL1,-0.184984099,1
TNFSF4,0.067305353,1
ITPKB,-0.034267669,1
ZSWIM7,0.091724407,1
SPATA46,0.217503348,1
AABR07037243.1,0.174726971,1
MAATS1,0.044468739,1
TTC19,0.023426783,1
FASLG,0.398063119,1
TBX19,-0.061744155,1
TSR1,-0.008619568,1
NF1X,-0.440606065,1
BMP15,-0.227580609,1
EFHC2,0.93356706,1
NMT1,-0.03369303,1
SRR,0.071524836,1
SLC9A3R2,0.007748829,1
TIMMDC1,-0.120879551,1
TBC1D19,0.369986311,1
RASGEF1C,0.350435644,1
GADD45GIP1,-0.067249176,1
RPGR,-0.014523451,1
POGLUT1,-0.007183873,1
OLFML2B,0.058112205,1
UBN1,-0.005162513,1
AABR07039336.2,0.148097285,1
RAD23A,-0.06988715,1
DNAH17,-0.031496942,1
CALR,0.081438484,1
ATP2B4,0.011381295,1
PLCD3,0.03999049,1
SFT2D2,0.016776079,1
SMG6,0.128080498,1
METTL13,-0.047132828,1
TIPRL,0.180699937,1
HSD17B10,-0.50492494,1
TBC1D9B,0.020160951,1
COX18,-0.196153919,1
AABR07037009.1,0.045696945,1
OPTC,-0.13821133,1
AABR07039218.1,0.033789583,1
PHKA1,-0.023072774,1
BST1,0.067305353,1
GLYR1,-0.115959149,1
WNT9A,0.156014215,1
MRNIP,0.031770918,1
CD38,0.357771887,1
PIGL,-0.087808437,1
VAMP4,0.080892606,1
GPR161,-0.122398164,1
TMEM39A,-0.170724917,1
RBMS2,-0.152286252,1
DCAF6,-0.084882259,1
RIBC1,-0.193459711,1
PARP1,-0.177117076,1
CENPV,-0.158668292,1
ARHGAP31,-0.132204722,1
PROM1,-0.045861735,1
UBQLN2,-0.050440306,1
DUSP12,-0.125495563,1
TRPV2,0.038903611,1
KIF19,0.166436197,1
ACBD4,-0.112530259,1
BTBD17,0.018256044,1
B4GALT4,-0.252303197,1
DPH1,-0.06503793,1
PSMD12,0.081969318,1
PRELP,0.016941515,1
RTN4RL1,-0.172622988,1
HDAC8,-0.034243733,1
RPA1,-0.072894177,1
ROGDI,-0.066982805,1
SPRYD4,-0.301446398,1
ZFP496,-0.024785322,1
TRAF7,-0.093663693,1
SLC4A4,0.065772002,1
SMC1A,-0.034749204,1
GPRC5C,0.280687395,1
SQSTM1,-0.058645356,1
TIMP2,-0.147067344,1
FARSA,-0.142826118,1
MPC2,0.030635974,1
BFAR,-0.09865224,1
LOC108348096,0.169515232,1
SDHC,0.005450535,1
NLRP3,-0.090839075,1
MPZ,0.211440559,1
SERPINF1,-0.060398264,1
TAPT1,0.163384644,1
MAT2B,-0.011043175,1
MAGEH1,-0.044103897,1
FMOD,0.134424227,1
ACBD3,0.026378483,1
ANKS3,-0.063701952,1
ARMCX5,-0.001224981,1
CITED1,-0.002848592,1
BHLHB9,0.220923447,1
AABR07040622.1,-0.509019025,1
CASKIN1,-0.093542497,1
RGD1305733,-0.083723773,1
RPS4X,0.005446144,1
HEXIM1,0.07216706,1
LDB2,-0.012776226,1
ACTR3,0.097282809,1
FMNL1,-0.103934828,1
PCP4L1,-0.020417453,1
SRP9,-0.034276953,1
HELZ,0.011796466,1
AABR07029742.1,0.140037723,1
ZFP287,0.194597461,1
LGALS3BP,-0.254519416,1
ZFP286A,-0.274789213,1
TRIM16,-0.005586708,1
H3F3B,0.033577062,1
MYOC,1.18681116,1
DEGS1,-0.035381326,1
NUDT16L1,-0.256756629,1
MPRIP,-0.065276066,1
MID1IP1,-0.024912484,1
TSPAN7,-0.012397513,1
SLC9A3R1,-0.106516895,1
SERPINF2,0.467728909,1
MGRN1,-0.13919661,1
MGAT4B,-0.081160464,1
TP53BP2,-0.117587527,1
CANT1,-0.009074877,1
GABRG2,0.180941761,1
GULP1,-0.090036996,1
WDR81,-0.200440757,1
LTC4S,0.014702543,1
SDE2,0.093494744,1
MPZL1,-0.055225776,1
B3GALT2,0.068227752,1
QDPR,-0.075697003,1
IL23A,-0.567718434,1
CCNG1,0.137162234,1
CDC73,0.139148057,1
C1QTNF1,-0.09691757,1
NR1I3,0.032312151,1
USP9X,0.125970259,1
CACNG4,-0.124055726,1
NAT9,-0.225368837,1
LOC100361655,-0.428444647,1
PYCR2,-0.052189441,1
MAML1,0.018381654,1
ATP6V0E1,-0.036213543,1
SPATA20,-0.2269251,1
SPATA32,-0.202145564,1
MYO1D,-0.112916832,1
MAP3K14,0.097802552,1
SYCE2,0.448825499,1
GRIN2C,-0.012996229,1
MCM9,0.196763775,1
RCSD1,0.296076817,1
EPN3,0.580789318,1
MPV17L,-0.257512085,1
FBXW10,0.190544697,1
CACNG5,0.06629854,1
LAP3,0.067018123,1
CREG1,-0.045622274,1
DCK,0.354371812,1
BTG2,0.344973942,1
FLCN,-0.032642936,1
CHAD,-0.08767121,1
GCDH,0.007029612,1
TMEM63A,0.051661393,1
GLRA2,0.208692675,1
RRN3,0.101871152,1
CDIP1,-0.120308938,1
PPM1D,0.14030175,1
ACSF2,-0.013142825,1
NT5M,-0.15424083,1
KLHL21,-0.162077012,1
MYBPH,0.141004639,1
PMP22,-0.003775233,1
CANX,0.134002753,1
FANCB,0.272920706,1
RASD1,-0.038735185,1
LOC103693323,0.23765955,1
MOSPD2,0.054759056,1
PABPC5,-0.175105124,1
COL3A1,0.018410366,1
OGT,0.084448344,1
CADM3,-0.027930599,1
LOC103690141,0.115822534,1
GLRX2,0.120674175,1
RBFOX3,-0.082975079,1
CENPF,0.067305353,1
GRSF1,0.003509522,1
CBY3,0.327658106,1
ADPRM,-0.052316472,1
TOMM40L,-0.13803015,1
HNRNPH1,0.115352253,1
FMO4,-0.275106252,1
AABR07029195.1,-0.323850694,1
STX6,-0.045857354,1
SLC35F5,0.154881926,1
PTPN14,0.066109782,1
ELAC2,-0.103466921,1
RUFY3,0.017951319,1
TROVE2,-0.031171684,1
MCF2,-0.051236981,1
IL15,0.720294521,1
ADORA1,0.06148615,1
KLF1,0.237751633,1
LYPD1,0.108919664,1
ZFP13,-0.213603796,1
ZFP330,0.154790668,1
SREBF1,-0.143759428,1
HID1,-0.115826749,1
CAPN8,0.28194734,1
MAST1,-0.056235309,1
FUNDC1,-0.025283117,1
ATP11C,0.060788648,1
RNF150,-0.195929791,1
AIM2,-0.054304796,1
PRKCA,-0.009601938,1
PPFIA4,0.161901746,1
PRPF8,-0.033504467,1
TBC1D9,-0.054832522,1
THOC6,-0.441611527,1
RNASEH2A,-0.018939678,1
GOSR2,-0.05192419,1
ERGIC1,0.508065735,1
FMO2,-0.218480549,1
GABRA1,0.210326974,1
EPHX1,0.069727678,1
TBX2,0.660824088,1
PRDX2,-0.048503857,1
MR1,0.626356755,1
LRRC59,-0.069395032,1
SYTL4,-0.078842693,1
CLCN4,0.088543734,1
RUFY1,0.007659412,1
SPTA1,0.588905939,1
ADAMTS4,0.128044966,1
PGGT1B,0.198008669,1
AABR07029198.1,-0.125298196,1
GPR143,-0.292114992,1
TBX4,-0.060398264,1
UCHL5,0.110354521,1
TNFRSF12A,0.025368631,1
CNPY2,-0.00519392,1
ACBD6,-0.126203195,1
B4GALT3,0.031535496,1
EFEMP1,0.132902159,1
PIGA,0.089697173,1
CCDC112,0.078483635,1
SUSD4,-0.071895016,1
BLMH,0.07323807,1
PPOX,0.032766734,1
GABRA6,-0.387598126,1
INTS2,0.18220674,1
FEM1C,0.251446279,1
POU2F1,0.00881966,1
SMYD2,0.016908503,1
SYTL5,-0.035371043,1
VEGFD,0.246548617,1
TOM1L2,-0.09656454,1
MED28,0.03893644,1
TMEM183A,0.001869865,1
ITGB1BP2,0.109854832,1
TUBA4A,-0.122132201,1
UTP3,0.012588089,1
PNPT1,0.161416964,1
ARHGAP44,-0.188669325,1
AABR07014550.1,-0.101146915,1
DYNLT3,-0.00219657,1
MID1,-0.202047656,1
MGAT5,-0.202828746,1
GREM2,0.069050887,1
CYBB,-0.210849303,1
UBXN4,-0.081780858,1
ATP5PD,-0.062078557,1
NVL,0.059092691,1
RCVRN,-0.411268559,1
ZFP354A,0.296706482,1
DISP1,-0.072753781,1
TAB3,-0.053053922,1
LOC103689931,-0.030308173,1
QSOX1,-0.328745716,1
NT5C,0.25045343,1
FH,-0.047559487,1
CLDN9,-0.000264951,1
PKMYT1,0.558369699,1
JPT1,0.005662963,1
JCHAIN,0.059618944,1
SUMO2,-0.075048907,1
NUP85,-0.077145023,1
PIR,-0.028249817,1
PTCHD1,0.350355475,1
MED13,0.132470734,1
GABRB2,0.081025988,1
LCT,0.430395682,1
HOOK2,-0.095417033,1
TBL1X,0.064472771,1
RGS2,-0.044350731,1
NONO,-0.086883971,1
TMED7,0.342528974,1
PROX1,0.217363984,1
ENDOV,-0.234928655,1
MCM6,0.338694334,1
FAM184B,-0.282383674,1
UFC1,-0.048808994,1
ZMYM3,-0.041907664,1
KMO,1.033578252,1
PPP4R3B,0.231213044,1
CLK4,0.09486627,1
SRPX2,-0.537488305,1
CNIH4,0.173645244,1
ATPAF2,-0.135807175,1
PRRX1,-0.320662218,1
PAQR4,-0.011751545,1
WDR26,0.037431565,1
MRPL27,-0.062932368,1
SCML2,0.075528447,1
XYLT2,-0.034788807,1
FLRT2,-0.141365826,1
AABR07041600.1,0.264816577,1
COL5A2,0.029267339,1
USH2A,-0.087666429,1
NPTX1,-0.016433501,1
CDKL5,-0.012659394,1
DARS,0.078058991,1
GJB1,-0.138264706,1
ASNA1,-0.101870616,1
XK,0.242772799,1
CLGN,0.252109073,1
LANCL3,0.324167842,1
GALC,0.148230956,1
SMARCA1,0.218538566,1
PRDX4,0.093433709,1
RPS6KC1,0.07754619,1
TMEM163,0.02943872,1
CSRP2,-0.220444577,1
HMOX2,-0.076267971,1
CHRNE,-0.690200411,1
OPN3,0.057243225,1
DEDD,-0.145467649,1
ATP10B,0.368338203,1
ACOT9,0.083415352,1
RILP,0.111322395,1
USP43,-0.105065797,1
TSPAN6,0.123897623,1
LCORL,0.079191625,1
RGD1564613,0.477675957,1
MAEL,1.284302842,1
MED14,-0.043283613,1
NMRAL1,0.184122508,1
ANGEL2,-0.000412574,1
MRPS7,-0.016590016,1
RGS9,0.148985191,1
PTTG1,0.067305353,1
ZDHHC17,0.135297186,1
RNFT1,0.179192419,1
WNT9B,-0.297036577,1
SAT1,0.10744947,1
NLGN3,-0.079770172,1
KCNK10,-0.231351242,1
SLC25A11,-0.11368015,1
TADA1,-0.127390027,1
RPTOR,-0.115719169,1
SLU7,0.111289338,1
WDR75,0.158200828,1
WIPI1,-0.206097235,1
AP3S1,0.146239798,1
TDP1,-0.25198296,1
VASH2,0.231819522,1
NENF,-0.076381237,1
MAP2K4,0.080576211,1
SLC43A2,-0.0845314,1
MIF4GD,0.010321279,1
SLIT2,-0.166897479,1
KCNH1,-0.023302261,1
DHX15,0.100619885,1
WNT3,-0.715449303,1
PITPNA,-0.060749273,1
GID4,-0.02994978,1
MED12,-0.134615024,1
STX8,0.138854859,1
SCOC,0.122465409,1
DNAJA3,-0.059187226,1
ATP6AP2,0.125615261,1
GORAB,0.200674643,1
TRIR,-0.145246034,1
GIPC1,-0.041423547,1
TMIGD1,-0.060490884,1
CXCR4,-0.179321482,1
SOD3,0.057421298,1
C1QTNF2,-0.343839098,1
SLC40A1,-0.217405369,1
CPD,0.0910083,1
OCRL,-0.034834935,1
THSD7B,-0.264579006,1
RNF167,-0.021446455,1
NIT1,-0.029956583,1
CEP350,0.069448324,1
LOC317456,-0.015080909,1
LGI2,-0.162871802,1
RGS13,0.478004318,1
TBC1D15,-0.061451709,1
NAP1L1,0.102605113,1
AC118957.1,-0.383700108,1
CCNJL,0.230668642,1
RGS1,0.112746574,1
COL1A1,0.151810997,1
CFAP36,-0.107724842,1
NSF,-0.022727475,1
CEP128,0.099677353,1
TMEM206,0.058698566,1
UCK2,-0.046281465,1
SLC25A19,-0.228372657,1
RPS6KB1,0.122771767,1
RAB21,0.104856181,1
PI4K2B,0.109303208,1
HHAT,-1.125148383,1
CD55,0.177478591,1
TMCO1,0.132481325,1
PCDH19,-0.096097013,1
ARSG,0.002458848,1
PWWP2A,-0.05890932,1
ASNSD1,0.114105371,1
TOR1AIP1,0.128444983,1
NTN1,0.280383053,1
LLGL1,-0.044355669,1
AABR07037995.1,-0.635671545,1
LVRN,0.631908995,1
PSMC1,-0.089410482,1
AABR07020879.1,0.214412848,1
RAB3GAP1,0.050942688,1
IL2RG,-0.30517641,1
SPATA7,0.021491401,1
ARHGAP6,-0.291257633,1
COMMD10,-0.046789058,1
NSMCE2,0.105194113,1
VMP1,-0.048017779,1
FAM20A,0.092833328,1
TNPO2,-0.077645673,1
GOSR1,0.043391157,1
TSHR,0.489781517,1
CYB5R1,-0.102887547,1
PFN1,-0.121605505,1
DUSP1,0.201654231,1
ZRANB3,-0.205656651,1
TTC1,-0.158459689,1
ZFP18,-0.129177228,1
PFDN2,-0.106105521,1
APLN,-0.072443328,1
TMEM19,0.010980654,1
DNAJC27,-0.096802571,1
GRB2,-0.044155543,1
ANKAR,0.0166488,1
PIK3R6,0.247103289,1
THAP2,0.337796289,1
PLD5,-0.040563604,1
SGCA,-0.193263064,1
ADCY3,-0.134768057,1
TEFM,-0.031275662,1
OSGEPL1,0.165819819,1
DUSP10,-0.151430514,1
NRDE2,-0.210504739,1
DNAJB9,0.27351924,1
XPNPEP2,0.048151921,1
NEDD1,0.13976823,1
GRIP1,-0.100132269,1
CHMP6,-0.09108165,1
MSL3,-0.109269773,1
TDRD5,-0.099474863,1
PHLDA1,-0.059979944,1
KLHDC9,-0.160468345,1
ATP2B1,-0.068802782,1
ALDH9A1,0.039951722,1
NECTIN4,0.04264818,1
TMEM94,-0.162311828,1
SEMA6A,-0.052100575,1
KRR1,-0.012084968,1
SNX12,0.085689701,1
ABCA8,0.041012474,1
LRRK2,-0.017468965,1
BAIAP2,-0.061456312,1
SNRK,-0.122536392,1
CCDC88A,0.173706669,1
PTRHD1,-0.347846272,1
CALM2,-0.02232142,1
PNN,-0.034448978,1
SH3PXD2B,0.073342569,1
NRCAM,0.042976669,1
NCOA1,-0.051427198,1
MYO1C,-0.014810377,1
CCDC42,0.037907436,1
PMS1,0.404731807,1
KCNC2,-0.023885345,1
ENO3,0.211598996,1
ZC3H14,-0.002372286,1
FAM84A,0.072380439,1
TCAIM,-0.102000921,1
ENPP2,0.03947293,1
LOC100361025,0.048747775,1
CWC25,-0.134596082,1
RHOT1,0.117874476,1
PTGER1,-0.089136451,1
R3HDM1,-0.108439462,1
TRIB1,-0.062260226,1
0,0.09444167,1
TRAPPC6B,0.224550932,1
ZKSCAN7,0.06225188,1
RPL23,-0.033899639,1
ZFPM2,-0.222292504,1
TRIB2,-0.148989915,1
SOAT1,0.103991219,1
RGD1308775,-0.007349265,1
KCNV1,-0.162874803,1
FRMPD4,-0.08523745,1
RGD1565844,-0.023650377,1
GRPR,-0.281637571,1
C4BPB,0.190287038,1
AABR07021840.1,0.060861472,1
ANAPC4,0.175010515,1
PKN1,-0.039847932,1
LASP1,-0.044268675,1
SLC7A3,0.23470613,1
RGD1311745,0.405990135,1
UBTD2,-0.202198048,1
NDEL1,-0.109733753,1
PACRGL,-0.166175694,1
VASN,-0.308009576,1
ADIPOR1,0.064508733,1
AABR07001435.1,1.111850083,1
PRORSD1,0.075528447,1
CORO7,-0.275504306,1
ABCA8A,0.099021579,1
CDK17,0.045909974,1
MGAT4C,0.607472129,1
SLC9A7,0.082667626,1
LRP12,-0.113119663,1
SAMD14,0.002324089,1
HDAC9,-0.330775558,1
FLII,-0.039369551,1
PRPS2,0.144232084,1
MTIF2,0.094118542,1
PFKFB2,-0.121308279,1
PRKD1,0.102375646,1
SLC35E4,-0.062948568,1
FZR1,-0.053589548,1
DNAH9,-0.02021177,1
PDK2,-0.093047289,1
MYO1A,-0.593276514,1
NTS,-0.146434152,1
FAM19A2,0.261072758,1
SDCCAG8,0.139746977,1
CCDC59,0.094682949,1
MON2,0.06181231,1
SNX13,0.188715615,1
HELB,-0.16521715,1
ARHGAP30,-0.304275529,1
KLHL12,0.049395344,1
DTL,-0.775552589,1
LOC108350501,-0.221080777,1
STXBP6,-0.026138377,1
AABR07062753.1,-0.345423797,1
SYBU,-0.122925841,1
RIMS2,-0.193717246,1
PKDCC,0.000462219,1
GLRX5,-0.185034598,1
EML5,-0.070188744,1
CRIM1,-0.234062235,1
FBXW9,-0.06289319,1
RPL26,-0.032708364,1
STK10,0.001592892,1
KLHL28,0.123565824,1
DHPS,-0.222701917,1
EBAG9,0.159455848,1
LGR5,0.342511338,1
ODF4,-0.355176379,1
IRAK3,-0.010146073,1
TAC3,-0.197371479,1
G2E3,0.328489037,1
MGAT2,-0.087027884,1
LOC100362999,0.729142706,1
POLE2,-0.36945229,1
MGST3,-0.23632424,1
SPAG7,-0.052905218,1
NHP2,-0.109442895,1
TLR7,0.390001582,1
LOC108348062,-0.007844873,1
USF1,-0.042163849,1
CTPS2,0.178966919,1
CHST7,0.310584093,1
DOHH,-0.110186854,1
LOC102546716,0.082957416,1
INTS7,-0.172339235,1
RGD1559731,-0.469320052,1
ZFP386,0.283955193,1
MYT1L,-0.041859299,1
IFITM1,-0.839831838,1
EGFL6,-0.027687236,1
ITGA3,-0.043220037,1
ADGRA3,-0.049577956,1
TCN2,-0.203348372,1
COBL,0.096691727,1
ARL4A,-0.010712647,1
CAMTA2,-0.086079048,1
BTG1,0.057046095,1
WDR83,-0.212789994,1
PTRH2,0.082923261,1
GRB10,0.030699328,1
