ID	FC	
Fam208b	0.24	
RGD1309139	0.24	
AABR07059258.1	0.24	
Piezo1	0.24	
Apom	0.24	
Mcph1	0.24	
Etv1	0.24	
AC126641.1	0.24	
Trim25	0.24	
LOC102547897	0.24	
Zfp78	0.24	
LOC103690141	0.24	
C5	0.24	
Enc1	0.24	
Kdelr3	0.24	
Six4	0.23	
Blm	0.23	
She	0.23	
Ephx1	0.23	
Tmbim7	0.23	
Zfp40	0.23	
Nalcn	0.23	
Cacnb4	0.23	
B3gntl1	0.23	
Pds5a	0.23	
Tmem81	0.23	
Ankrd63	0.23	
Fank1	0.23	
AABR07006894.1	0.23	
RF00070	0.23	
Slc6a7	0.23	
Ror1	0.23	
AABR07070278.1	0.23	
Exosc6	0.23	
Rspo1	0.23	
AABR07035273.1	0.23	
Klhl28	0.23	
Tuft1	0.23	
AABR07034750.1	0.23	
AABR07026797.1	0.23	
Dgkb	0.23	
Gpr161	0.23	
NEWGENE_2724	0.23	
Wdr59	0.23	
LOC108351703	0.23	
AABR07027309.1	0.23	
Mettl24	0.23	
AABR07045485.1	0.23	
Adam22	0.23	
Ccdc8	0.23	
RGD1561517	0.23	
Ankrd33b	0.23	
Myo5a	0.23	
Cubn	0.23	
Map3k5	0.23	
Prxl2c	0.23	
Cuedc2	0.23	
Adamts13	0.23	
Syn2	0.23	
Smad3	0.23	
Dimt1	0.23	
Nrg4	0.23	
Prkca	0.23	
Mir1249	0.23	
Egr3	0.23	
Spats1	0.23	
Uhmk1	0.23	
AABR07052500.1	0.23	
Cep85l	0.23	
Khdrbs2	0.23	
Mir3597-2	0.23	
Nwd2	0.23	
Irs1	0.23	
Nme5	0.23	
Dnal4	0.23	
Rasal1	0.23	
Nol8	0.23	
Ralgapa1	0.23	
AC097129.1	0.23	
Brip1	0.23	
Tmbim4	0.23	
Tmem168	0.23	
Tssk6	0.23	
AABR07053681.1	0.23	
Eps8l2	0.23	
AABR07051952.1	0.23	
Pttg1	0.23	
Tnfaip8l3	0.23	
Taf7l	0.23	
Sidt1	0.23	
Hecw1	0.23	
Slc6a15	0.23	
Cxadr	0.23	
Zfp9	0.23	
Haspin	0.23	
Slc38a11	0.23	
Klhl34	0.23	
Myo9a	0.23	
Fam183a	0.23	
Cpd	0.23	
Igfn1	0.23	
Scn8a	0.23	
Kif26b	0.23	
RGD1562690	0.23	
Efcab2	0.22	
Tbxa2r	0.22	
Rp2	0.22	
Ppef2	0.22	
Hif1an	0.22	
Nxf2	0.22	
Msh3	0.22	
Asb13	0.22	
AABR07005752.1	0.22	
Abca4	0.22	
Epb41l4a	0.22	
Miga1	0.22	
Ifit2	0.22	
Aldh1a1	0.22	
Rcn3	0.22	
Zkscan4	0.22	
Aptx	0.22	
Brwd3	0.22	
Serinc2	0.22	
Fhad1	0.22	
LOC302576	0.22	
Crtc1	0.22	
AABR07017110.1	0.22	
Heatr6	0.22	
AABR07046727.1	0.22	
Slit3	0.22	
Phf24	0.22	
Kitlg	0.22	
Mei4	0.22	
Trank1	0.22	
Micall2	0.22	
Frmpd4	0.22	
Diras2	0.22	
Islr2	0.22	
Exoc4	0.22	
Ubr3	0.22	
Gpr160	0.22	
Slc7a11	0.22	
Sertad2	0.22	
Ipcef1	0.22	
Mia	0.22	
Zfp319	0.22	
P2rx4	0.22	
Tbx15	0.22	
Kcnk4	0.22	
Kcnab2	0.22	
AABR07034767.1	0.22	
Gabrb3	0.22	
Rpp38	0.22	
Disp3	0.22	
Srm	0.22	
AABR07024500.1	0.22	
Tle1	0.22	
Cnih3	0.22	
AABR07003049.1	0.22	
RF00056	0.22	
AABR07033882.1	0.22	
AABR07041096.1	0.22	
AABR07028237.1	0.22	
Cox6b2	0.22	
Gria1	0.22	
Aak1	0.22	
Col24a1	0.22	
Gem	0.22	
Catsper2	0.22	
Cdk14	0.22	
Urb2	0.22	
Cntnap5b	0.22	
Zbtb26	0.22	
Hecw2	0.22	
Mical2	0.22	
AABR07056183.1	0.22	
LOC100911766	0.22	
Lingo3	0.22	
Fam117a	0.22	
AABR07054578.1	0.22	
Lsamp	0.22	
A3galt2	0.22	
Lrrc7	0.22	
Pnma1	0.22	
Cep126	0.22	
Flrt3	0.22	
Ppial4d	0.22	
Pacrgl	0.22	
LOC108348154	0.22	
Sgpp2	0.22	
Rsph10b	0.22	
Wasf1	0.22	
LOC103690164	0.22	
Samd9	0.22	
Nlrc5	0.22	
Tomm70	0.22	
Caln1	0.22	
Cox15	0.22	
Il23a	0.22	
Ccdc160	0.22	
Lysmd3	0.22	
Tmem56	0.22	
Ubr1	0.22	
Tap1	0.21	
Otud4	0.21	
AABR07060593.1	0.21	
Unc13a	0.21	
AABR07035008.2	0.21	
Fam208a	0.21	
Neurod2	0.21	
Mapk10	0.21	
Tll2	0.21	
Bmp15	0.21	
Sbspon	0.21	
Gmnc	0.21	
Bsn	0.21	
Cers6	0.21	
Atg5	0.21	
Ankrd34b	0.21	
AABR07066830.1	0.21	
Gpr27	0.21	
Tbc1d2	0.21	
Csmd1	0.21	
LOC689064	0.21	
LOC102553338	0.21	
Zfp518a	0.21	
Pih1d1	0.21	
Zfp445	0.21	
Prox2	0.21	
Plk2	0.21	
Fam78a	0.21	
Zc3h12b	0.21	
Sacs	0.21	
Mad2l1bp	0.21	
M6pr	0.21	
Xpot	0.21	
Gpr52	0.21	
AABR07001512.1	0.21	
Fzr1	0.21	
Cfap45	0.21	
Dnai1	0.21	
AABR07062799.2	0.21	
Mta3	0.21	
Igsf9b	0.21	
Igdcc3	0.21	
AABR07001896.1	0.21	
Zfp958	0.21	
Rtbdn	0.21	
Zfp13	0.21	
Crebl2	0.21	
Det1	0.21	
AABR07002898.1	0.21	
Chrna7	0.21	
Zcchc4	0.21	
Tmem119	0.21	
Slc2a3	0.21	
Wdr90	0.21	
Htr1b	0.21	
LOC108351589	0.21	
AC128859.1	0.21	
Pcnx2	0.21	
AABR07006333.1	0.21	
Capns1	0.21	
LOC100911625	0.21	
Arhgef12	0.21	
Tead2	0.21	
Magohb	0.21	
Srl	0.21	
Fau	0.21	
Cpne9	0.21	
Zfp182	0.21	
Csnk1g3	0.21	
Sntg1	0.21	
Ercc5	0.21	
Kcns3	0.21	
H1fx	0.21	
Btaf1	0.21	
Spata9	0.21	
Zscan20	0.21	
AC120486.11	0.21	
Rflna	0.21	
Cyp27a1	0.21	
Ralgapa2	0.21	
Ado	0.21	
Ly6g6e	0.21	
Prss22	0.21	
Fan1	0.21	
Slc30a3	0.21	
RGD1311575	0.21	
LOC100361087	0.21	
Nup50	0.21	
LOC103689999	0.21	
Erc2	0.21	
Tub	0.21	
Mecr	0.21	
Fut1	0.21	
Scn2b	0.21	
Lifr	0.21	
0	0.21	
Orai2	0.21	
Iqgap3	0.21	
AABR07029272.1	0.21	
Mocos	0.21	
Gcfc2	0.21	
Il4i1	0.21	
LOC100360846	0.21	
Prrt3	0.21	
Xkr8	0.21	
AABR07062753.1	0.21	
Grm2	0.21	
Tmem198	0.21	
Synm	0.21	
Elovl6	0.21	
Tacr3	0.21	
Pdlim1	0.21	
Igflr1	0.20	
Tnr	0.20	
Rassf7	0.20	
Tonsl	0.20	
Brinp1	0.20	
Kcng1	0.20	
RGD1560171	0.20	
Sertad3	0.20	
Arhgef17	0.20	
Ccdc153	0.20	
Flrt2	0.20	
Rab11fip5	0.20	
Opa1	0.20	
AC120262.2	0.20	
Cnnm1	0.20	
Bend7	0.20	
LOC108348294	0.20	
Map3k6	0.20	
Snx30	0.20	
Nxpe3	0.20	
Cbr3	0.20	
Map2k4	0.20	
Ncapg	0.20	
Cit	0.20	
Nol12	0.20	
Ube3b	0.20	
Gja4	0.20	
Cplane1	0.20	
Abca3	0.20	
Sds	0.20	
Cdnf	0.20	
Fam126b	0.20	
Gucy2d	0.20	
Tmem241	0.20	
Lrrc39	0.20	
Kctd11	0.20	
Prkcb	0.20	
Ten1	0.20	
Frmd6	0.20	
LOC688655	0.20	
Tmem120b	0.20	
Zfp133	0.20	
Cdk12	0.20	
Gipc3	0.20	
Zfp483	0.20	
Dcaf12l2	0.20	
Fndc8	0.20	
Cdkl5	0.20	
Hddc2	0.20	
Hipk3	0.20	
AABR07058539.1	0.20	
Pcdhga3	0.20	
C1s	0.20	
Rab43	0.20	
Bcl2l15	0.20	
Ccdc116	0.20	
Soga3	0.20	
Lrrk2	0.20	
Tmem35b	0.20	
Atp2b1	0.20	
AABR07031089.1	0.20	
Fam189a1	0.20	
Tecpr2	0.20	
Zfand1	0.20	
Pcdhgb6	0.20	
Rnls	0.20	
AABR07005632.1	0.20	
AABR07021704.1	0.20	
Nckap1	0.20	
Ripply2	0.20	
LOC108348771	0.20	
RGD1306072	0.20	
Btbd19	0.20	
Prss55	0.20	
Mipol1	0.20	
Zzef1	0.20	
Xrcc2	0.20	
Lpgat1	0.20	
AABR07057491.1	0.20	
AABR07024139.1	0.20	
AABR07065602.1	0.20	
Col12a1	0.20	
AC127784.2	0.20	
Dhh	0.20	
Fat4	0.20	
AABR07031150.1	0.20	
Ccser1	0.20	
Rimbp2	0.20	
Dcdc2b	0.20	
RGD1562608	0.20	
Sox15	0.20	
Nudt22	0.20	
Pcdhga9	0.20	
Grm8	0.20	
Dlg2	0.20	
AABR07017250.1	0.20	
Zeb2	0.20	
Chchd5	0.20	
Braf	0.20	
Adgrb3	0.20	
LOC500584	0.20	
Prmt9	0.20	
Slco4c1	0.20	
Dnajc21	0.20	
RT1-CE1	0.20	
Exo5	0.20	
AABR07044389.1	0.20	
Akap7	0.19	
Rhbdl3	0.19	
Tpm2	0.19	
AABR07020879.1	0.19	
Glyctk	0.19	
Slc38a6	0.19	
Slc12a8	0.19	
Sez6l	0.19	
Slfn2	0.19	
Adal	0.19	
Notch3	0.19	
AABR07047011.1	0.19	
Acacb	0.19	
Il17rc	0.19	
Gucy1a2	0.19	
Dnm1	0.19	
Dnajc6	0.19	
Bcl11b	0.19	
Rapgef2	0.19	
Mia2	0.19	
Klhl40	0.19	
Afdn	0.19	
Calhm4	0.19	
Rraga	0.19	
Spin1	0.19	
Ccdc138	0.19	
Anxa7	0.19	
Adamts5	0.19	
Fbxo41	0.19	
Ramp3	0.19	
Akap12	0.19	
Chrm1	0.19	
Cyb5d2	0.19	
Zfp688	0.19	
Tnfrsf25	0.19	
Ttll4	0.19	
Adamts17	0.19	
RT1-Db1	0.19	
Rem1	0.19	
Ska3	0.19	
Eloa	0.19	
AABR07015719.1	0.19	
Dock9	0.19	
Tns1	0.19	
Ophn1	0.19	
Maneal	0.19	
Lynx1	0.19	
Siglec1	0.19	
Spaca6	0.19	
Tbc1d19	0.19	
Dnajc16	0.19	
Blvrb	0.19	
Tmem200a	0.19	
Myl9	0.19	
Cd55	0.19	
Pnldc1	0.19	
Fgd4	0.19	
Setdb2	0.19	
Syncrip	0.19	
Zfp831	0.19	
AABR07015006.2	0.19	
AABR07040839.1	0.19	
Mical3	0.19	
Rcor3	0.19	
AABR07044570.1	0.19	
LOC100361008	0.19	
Clec16a	0.19	
Xk	0.19	
Hydin	0.19	
AABR07059632.3	0.19	
LOC100909725	0.19	
Creb1	0.19	
Pou3f2	0.19	
AABR07051947.1	0.19	
Ptpdc1	0.19	
Galnt13	0.19	
Fam43a	0.19	
AABR07052441.1	0.19	
Pex19	0.19	
Rnasek	0.19	
Unc13b	0.19	
Thsd7a	0.19	
AABR07029217.2	0.19	
Ipo11	0.19	
Pnpla1	0.19	
LOC108348151	0.19	
Tmem121b	0.19	
Klra2	0.19	
Cald1	0.19	
AABR07066677.1	0.19	
Prss23	0.19	
Cd109	0.19	
Naa16	0.19	
AABR07024786.1	0.19	
Rwdd2a	0.19	
Anxa11	0.19	
Cep290	0.19	
Zfp628	0.19	
Adamts8	0.19	
Cpeb1	0.19	
Smcr8	0.19	
LOC362863	0.19	
RGD1311517	0.19	
Lrrc14b	0.19	
Rpp25l	0.19	
Tbc1d32	0.19	
Me3	0.19	
Tfe3	0.19	
Ttbk2	0.19	
Usf3	0.19	
Zwilch	0.19	
AABR07011057.1	0.19	
Abi2	0.19	
Lrrc4c	0.19	
Cacna1b	0.19	
AABR07049790.1	0.19	
Hdac9	0.19	
Mrpl21	0.19	
Trim67	0.19	
RF00279	0.19	
Mutyh	0.19	
AABR07001905.1	0.19	
Tomm34	0.19	
Kcne4	0.19	
Sigirr	0.19	
RT1-S2	0.19	
Kcna3	0.19	
AABR07035541.3	0.18	
Mboat1	0.18	
Klf10	0.18	
Pus7	0.18	
Tm4sf4	0.18	
Glra1	0.18	
Emx1	0.18	
AABR07048211.1	0.18	
Tulp4	0.18	
Tgfb3	0.18	
Rap2b	0.18	
Tln2	0.18	
Pafah1b3	0.18	
AABR07058412.1	0.18	
AABR07066435.1	0.18	
Dclk3	0.18	
AABR07071891.1	0.18	
LOC103690131	0.18	
Cntln	0.18	
Cep76	0.18	
Nptx1	0.18	
Ildr2	0.18	
Cfap70	0.18	
AABR07071697.1	0.18	
Kcnf1	0.18	
Trpv3	0.18	
LOC100363289	0.18	
Dzip3	0.18	
Wnt10b	0.18	
Abracl	0.18	
Wdfy3	0.18	
RF00612	0.18	
Amph	0.18	
Dtwd2	0.18	
Cacna1c	0.18	
AABR07057678.1	0.18	
AABR07007916.1	0.18	
Sprtn	0.18	
Dgka	0.18	
AABR07002768.1	0.18	
Adamts1	0.18	
Ccdc88b	0.18	
Dpy19l4	0.18	
Arid5b	0.18	
Hipk4	0.18	
Rbfox2	0.18	
Nefl	0.18	
RGD1307100	0.18	
Ttf1	0.18	
Trim37	0.18	
Opcml	0.18	
LOC100911402	0.18	
Tnfrsf26	0.18	
Smim13	0.18	
Ccdc92b	0.18	
Creg2	0.18	
Rsph9	0.18	
Cmc2	0.18	
Fuk	0.18	
Trdmt1	0.18	
Hebp1	0.18	
Tmem114	0.18	
Acss3	0.18	
Bach1	0.18	
Lzts3	0.18	
AC121209.1	0.18	
Hspa12a	0.18	
Ikbkg	0.18	
Pex5l	0.18	
Cblb	0.18	
Cenpn	0.18	
Zfp526	0.18	
Yars2	0.18	
Vps13c	0.18	
Ears2	0.18	
Cntnap4	0.18	
Rsu1	0.18	
Rab40b	0.18	
Gria3	0.18	
Zfpm1	0.18	
Vcpip1	0.18	
Cacna1h	0.18	
Nup62cl	0.18	
Trpv1	0.18	
Rhebl1	0.18	
Fras1	0.18	
Psd3	0.18	
Slc25a13	0.18	
Zyg11b	0.18	
Uhrf1	0.18	
Nsd3	0.18	
Herc1	0.18	
Cxcl17	0.18	
Prrc1	0.18	
Myadml2	0.18	
Zfp26	0.18	
Slco3a1	0.18	
Cntn3	0.18	
Gnat1	0.18	
Polr3e	0.18	
Dmc1	0.18	
Micalcl	0.18	
Sec14l2	0.18	
Taf6l	0.18	
Zfp407	0.18	
Cep295	0.18	
Srrm4	0.18	
Klf12	0.18	
Mgmt	0.18	
Trmt44	0.18	
Armcx5	0.18	
LOC100910996	0.18	
Ric8b	0.18	
Prkaa2	0.18	
Hsh2d	0.18	
Tanc2	0.18	
Med24	0.18	
Malt1	0.18	
Thbs4	0.18	
Ndufaf6	0.18	
Fap	0.18	
Mir186	0.18	
Tcfl5	0.18	
Kpna6	0.18	
Jmjd4	0.18	
Zfp52	0.18	
Ginm1	0.18	
Mtr	0.18	
Heg1	0.17	
Sult2b1	0.17	
LOC100911238	0.17	
LOC102555635	0.17	
Ppp3r1	0.17	
Iqgap1	0.17	
Grm5	0.17	
AABR07021402.1	0.17	
Pcdhga2	0.17	
Stat6	0.17	
Gpr176	0.17	
Taok1	0.17	
Dennd2a	0.17	
Sgtb	0.17	
Abcg5	0.17	
Nrp1	0.17	
Gk	0.17	
LOC100361944	0.17	
RGD1310819	0.17	
AABR07031756.2	0.17	
Cbwd1	0.17	
Zfp708	0.17	
Jak1	0.17	
Cryl1	0.17	
AABR07014974.1	0.17	
Ints2	0.17	
Ptprg	0.17	
Chaf1a	0.17	
AABR07027212.1	0.17	
Spock1	0.17	
Ackr2	0.17	
Hmgn1	0.17	
Klhl41	0.17	
LOC103690017	0.17	
Pop5	0.17	
AABR07026112.2	0.17	
Flt3	0.17	
Trpm3	0.17	
Gabra4	0.17	
AABR07059171.1	0.17	
Ncdn	0.17	
Jmjd7	0.17	
AC105604.1	0.17	
Zfp868	0.17	
Ar	0.17	
Slc25a24	0.17	
Zbtb12	0.17	
Acbd4	0.17	
LOC108349244	0.17	
Trpc7	0.17	
AABR07031947.1	0.17	
AABR07025757.1	0.17	
Mmp17	0.17	
Slitrk3	0.17	
Avl9	0.17	
AABR07035465.1	0.17	
Ndst1	0.17	
LOC108348136	0.17	
Cchcr1	0.17	
Kcng3	0.17	
LOC102551606	0.17	
Ssbp2	0.17	
Chn1	0.17	
AC129370.1	0.17	
LOC102553088	0.17	
Pinx1	0.17	
Arl6	0.17	
Cyp26a1	0.17	
Zfp157	0.17	
C1qtnf2	0.17	
Rrm2	0.17	
Kctd13	0.17	
Mier3	0.17	
Fbxw7	0.17	
Tube1	0.17	
Pcdh1	0.17	
Tppp	0.17	
AABR07062154.1	0.17	
Spata1	0.17	
Plcb1	0.17	
RF00026	0.17	
Phf13	0.17	
Ncoa1	0.17	
AABR07032097.1	0.17	
Akap13	0.17	
LOC100911027	0.17	
Sprn	0.17	
Rin1	0.17	
Lrig2	0.17	
Slc36a1	0.17	
Col4a2	0.17	
LOC100910854	0.17	
LOC108348302	0.17	
Tmem88	0.17	
Erbb4	0.17	
Map1a	0.17	
Phf19	0.17	
Tradd	0.17	
AABR07024457.1	0.17	
Hace1	0.17	
Akap9	0.17	
Slc16a10	0.17	
Cbl	0.17	
Stil	0.17	
Tmem74b	0.17	
LOC500331	0.17	
Hinfp	0.17	
Ebf4	0.17	
AABR07045058.1	0.17	
Dgke	0.17	
Esyt3	0.17	
Myo19	0.17	
Tesc	0.17	
Extl1	0.17	
Nlrc4	0.17	
Rnf112	0.17	
Napb	0.17	
Dok6	0.17	
AABR07039354.1	0.17	
Nr3c2	0.17	
AC120486.8	0.17	
Fastkd3	0.17	
Elavl4	0.17	
Ythdc2	0.17	
Atr	0.17	
Gabbr2	0.17	
Tsc1	0.17	
Nrg1	0.17	
Syngr1	0.17	
Tmeff1	0.17	
Tab3	0.17	
Zfp709l1	0.17	
Atf7	0.17	
Slc4a7	0.17	
Gcg	0.17	
Plpp6	0.17	
Cdkl2	0.17	
Tagln3	0.17	
F8	0.17	
Atf6	0.17	
Peak1	0.17	
Sipa1l3	0.17	
Dnajb14	0.17	
AABR07005633.1	0.17	
AABR07001926.3	0.17	
Fam83f	0.17	
Fam102b	0.17	
Sorbs2	0.17	
Kdm5d	0.17	
Akt3	0.17	
Zdhhc15	0.17	
Zbed4	0.17	
Ablim2	0.17	
Atp6v1a	0.17	
Cdc42bpa	0.17	
Pcsk2	0.17	
Zfp964	0.17	
Prdm15	0.17	
Mink1	0.17	
Glt1d1	0.17	
Mdc1	0.17	
Erich4	0.17	
Wdr92	0.17	
RGD1597339	0.17	
Rdh12	0.16	
LOC108349010	0.16	
Fbxl13	0.16	
Mindy3	0.16	
Gapdh	0.16	
Epg5	0.16	
Pgm2	0.16	
AABR07070246.1	0.16	
Nkx3-1	0.16	
Dph2	0.16	
Klhl11	0.16	
0	0.16	
Polr3b	0.16	
AABR07028908.2	0.16	
MGC94199	0.16	
Rbm11	0.16	
Pdk2	0.16	
Ttc39b	0.16	
Ints10	0.16	
Clgn	0.16	
Sestd1	0.16	
Arhgef9	0.16	
RGD621098	0.16	
Zfp866	0.16	
Junb	0.16	
Top1mt	0.16	
Dse	0.16	
Dop1b	0.16	
Nfxl1	0.16	
Cox11	0.16	
Acadsb	0.16	
Lmo4	0.16	
Satb1	0.16	
Tmem131	0.16	
Tmem132b	0.16	
AABR07053509.2	0.16	
LOC102552805	0.16	
Tnks1bp1	0.16	
Psrc1	0.16	
Aff3	0.16	
LOC100909485	0.16	
Lrrn2	0.16	
Sox11	0.16	
Cdk5r1	0.16	
Fgf22	0.16	
Erlin1	0.16	
Hyls1	0.16	
Zfp105	0.16	
Plch2	0.16	
Acp5	0.16	
Rpusd4	0.16	
Vstm2l	0.16	
Sh3rf3	0.16	
Spr	0.16	
Tenm2	0.16	
Mas1	0.16	
Adam12	0.16	
Pold2	0.16	
Gpr157	0.16	
Snca	0.16	
RF00272	0.16	
Ajap1	0.16	
Pcsk4	0.16	
Sh3pxd2a	0.16	
Spata5l1	0.16	
Zfp398	0.16	
AABR07040864.1	0.16	
Uap1	0.16	
Klhl42	0.16	
Galnt3	0.16	
Cd99l2	0.16	
Fam20a	0.16	
Rrm2b	0.16	
Srgap1	0.16	
Tmem44	0.16	
Slc5a11	0.16	
Alkbh8	0.16	
LOC108351520	0.16	
RF01294	0.16	
AABR07018115.3	0.16	
Bola3	0.16	
Rcor1	0.16	
Sgip1	0.16	
Phlpp2	0.16	
Ccnf	0.16	
Lsm14b	0.16	
Ppat	0.16	
Nelfcd	0.16	
Cnst	0.16	
Plec	0.16	
AC141966.1	0.16	
Pi4k2b	0.16	
Alpk3	0.16	
Grhl2	0.16	
Adamts12	0.16	
LOC108348070	0.16	
Cyp3a9	0.16	
Zfp612	0.16	
Sin3a	0.16	
Dnaaf1	0.16	
AABR07071904.1	0.16	
Rnf144b	0.16	
Edc3	0.16	
Zdhhc13	0.16	
Fhl4	0.16	
Med7	0.16	
Col5a1	0.16	
Plk1	0.16	
Ncbp3	0.16	
Dcun1d1	0.16	
Nop2	0.16	
Plagl1	0.16	
Tipinl1	0.16	
Minar1	0.16	
Tmem131l	0.16	
Tmem169	0.16	
Cabin1	0.16	
Fsd1l	0.16	
Meox2	0.16	
Asxl2	0.16	
Lcp1	0.16	
Gtf3c6	0.16	
Pdp2	0.16	
Tekt5	0.16	
Uox	0.16	
Acot12	0.16	
Jag1	0.16	
Ajm1	0.16	
Stum	0.16	
Stpg1	0.16	
Lrp12	0.16	
Atp2b3	0.16	
Sptbn2	0.16	
Slc7a14	0.16	
AABR07058884.2	0.16	
AABR07061825.1	0.16	
Nkpd1	0.16	
AABR07021812.1	0.16	
Dmxl1	0.16	
Slc36a4	0.16	
Pde1a	0.16	
Ascl2	0.16	
Dnhd1	0.16	
Atp2a3	0.16	
Glipr2	0.16	
AABR07018226.1	0.16	
Gnb1l	0.16	
LOC108348287	0.16	
Scn1b	0.16	
RragB	0.16	
Ttll7	0.16	
Zfp292	0.16	
Fbxl18	0.16	
Oscp1	0.16	
Sptssb	0.16	
Rpl17	0.16	
Eif2b3	0.16	
Pcnt	0.16	
Pacsin1	0.16	
H2afj	0.16	
Susd5	0.16	
Stn1	0.16	
Plekha5	0.16	
Rasl12	0.15	
Cadps	0.15	
Nebl	0.15	
Mtx3	0.15	
Zfp64	0.15	
Frrs1	0.15	
Matk	0.15	
Reps1	0.15	
Fgfr1op2	0.15	
Asxl1	0.15	
Sptb	0.15	
Ap4m1	0.15	
Ncoa7	0.15	
Pgm2l1	0.15	
Bfsp1	0.15	
Pdgfd	0.15	
Cobl	0.15	
Arhgap26	0.15	
Pdpk1	0.15	
Suv39h2	0.15	
Eno2	0.15	
Wdr78	0.15	
Rnf212	0.15	
Zbtb41	0.15	
Sytl4	0.15	
Nol9	0.15	
LOC100125367	0.15	
Spag1	0.15	
Snapc3	0.15	
Fndc3b	0.15	
Bcam	0.15	
Serping1	0.15	
Setd6	0.15	
Svop	0.15	
Nepro	0.15	
Kmt2a	0.15	
Il10ra	0.15	
B4gat1	0.15	
Dpp10	0.15	
Smc2	0.15	
Cyp26c1	0.15	
Tbata	0.15	
Usp35	0.15	
Tepsin	0.15	
Icam5	0.15	
AABR07044362.4	0.15	
Npffr1	0.15	
Palb2	0.15	
Prr12	0.15	
Elp1	0.15	
AABR07044011.1	0.15	
Ptgs2	0.15	
Hspa1l	0.15	
Kremen1	0.15	
Tdrd1	0.15	
Siah3	0.15	
St6galnac2	0.15	
Camk2a	0.15	
Abca8	0.15	
Taf1	0.15	
Tmem165	0.15	
Pml	0.15	
Thnsl1	0.15	
Kcnk10	0.15	
Olfm1	0.15	
Aspm	0.15	
Rap2a	0.15	
Pnpt1	0.15	
Nhlrc3	0.15	
Cacfd1	0.15	
B4galnt4	0.15	
Cd83	0.15	
Arfgef1	0.15	
Cntnap1	0.15	
Ccndbp1	0.15	
Sass6	0.15	
Pcyox1l	0.15	
Ap2a2	0.15	
Acox2	0.15	
Pole	0.15	
Nsd1	0.15	
AABR07028887.1	0.15	
Acta1	0.15	
Mtfr2	0.15	
Papolg	0.15	
Kcnd3	0.15	
Slc28a1	0.15	
AABR07070810.1	0.15	
Socs1	0.15	
Ap3m2	0.15	
Map4k3	0.15	
Clint1	0.15	
AABR07002938.1	0.15	
Fancm	0.15	
Efcab7	0.15	
Iqcg	0.15	
Celf2	0.15	
Ptgir	0.15	
Plxna2	0.15	
Col15a1	0.15	
Iqcd	0.15	
Gdap1	0.15	
Myh9l1	0.15	
Nufip2	0.15	
Plppr4	0.15	
Lrrc61	0.15	
Cntn1	0.15	
Col6a4	0.15	
Neurl1b	0.15	
Dpagt1	0.15	
AABR07010620.1	0.15	
Sox5	0.15	
Pde10a	0.15	
Ccdc13	0.15	
Sms	0.15	
Ahr	0.15	
Magee2	0.15	
Zkscan2	0.15	
Ric1	0.15	
Crnkl1	0.15	
Akap10	0.15	
Gltpd2	0.15	
Tmem132a	0.15	
Hnrnpll	0.15	
Napepld	0.15	
AABR07004130.1	0.15	
Zfand2b	0.15	
Lclat1	0.15	
Ggn	0.15	
AABR07030603.1	0.15	
Chrnb4	0.15	
Sytl3	0.15	
LOC690035	0.15	
Rgs5	0.15	
Mir138-2	0.15	
Pnpla6	0.15	
Nek9	0.15	
Slc12a5	0.15	
Wfs1	0.15	
Nsf	0.15	
AABR07018318.1	0.15	
RF01164	0.15	
AABR07037528.1	0.15	
AABR07011951.1	0.15	
Thbs3	0.15	
Orc4	0.15	
Zbtb25	0.15	
LOC500684	0.15	
Serinc1	0.15	
RF00478	0.15	
Srr	0.15	
Hsd17b7	0.15	
Tbc1d24	0.15	
AABR07057765.1	0.15	
Fkbp5	0.15	
Pdlim7	0.15	
Arhgap20	0.15	
Htt	0.15	
Nsun5	0.15	
Trh	0.15	
AABR07029605.1	0.15	
LOC103694874	0.15	
AABR07036649.2	0.15	
Siah1	0.15	
Ap2s1	0.15	
Poc1a	0.15	
Boc	0.15	
Bard1	0.15	
Eea1	0.15	
Wisp2	0.15	
Pdxdc1	0.15	
Arl4a	0.15	
AABR07055917.1	0.15	
Rock2	0.15	
Usp2	0.15	
Tbx18	0.15	
Gpr26	0.15	
Pm20d2	0.15	
Nphp4	0.15	
Tnrc6c	0.15	
Mir3064	0.15	
Mir421	0.15	
St8sia5	0.15	
Nup58	0.15	
Fbxo2	0.15	
Pcgf6	0.15	
Mbnl1	0.15	
RGD1564171	0.15	
RGD1310429	0.15	
Cnnm2	0.15	
AC103024.2	0.15	
Tti2	0.15	
Nfkbie	0.14	
Itsn2	0.14	
Rictor	0.14	
Tenm4	0.14	
LOC100364062	0.14	
Poln	0.14	
Tia1	0.14	
AABR07002683.1	0.14	
Spata6l	0.14	
Kit	0.14	
Cdc27	0.14	
Elf4	0.14	
Rubcn	0.14	
Mctp1	0.14	
Ube3a	0.14	
AABR07040624.1	0.14	
AC142458.1	0.14	
Cyfip2	0.14	
Chgb	0.14	
Slfn4	0.14	
Ncoa6	0.14	
Trrap	0.14	
LOC108349745	0.14	
Grik3	0.14	
Ppic	0.14	
Aebp2	0.14	
AABR07001923.1	0.14	
Edn1	0.14	
Slc12a6	0.14	
Smg7	0.14	
Zfp791	0.14	
Zdhhc24	0.14	
Gramd1b	0.14	
AABR07026012.1	0.14	
Cemip2	0.14	
Apba2	0.14	
Tp73	0.14	
C2cd3	0.14	
Acot5	0.14	
