ID	FC
RT1-A2	0.05
Mrpl23	0.05
Rhob	0.05
Slc30a7	0.05
Mlycd	0.05
Vopp1	0.05
Parm1	0.05
Tjp1	0.05
Ccdc65	0.05
Sall2	0.05
Olig2	0.04
A2ml1	0.04
Sptlc2	0.04
Oprl1	0.04
Dcbld2	0.04
Rnmt	0.04
Nsd2	0.04
Lrrc14b	0.04
Gltp	0.04
Slc25a26	0.04
Daxx	0.04
Orc1	0.04
AABR07037489.1	0.04
Cpq	0.04
Khdrbs1	0.04
Plcl2	0.04
Zfat	0.04
Ythdf3	0.04
Tbc1d31	0.04
AABR07031445.1	0.04
Arfgef2	0.04
Katna1	0.04
Eloc	0.04
LOC102551095	0.04
Rps27	0.04
Sfpq	0.04
Maats1	0.04
Samd12	0.04
Gm2a	0.04
Synj1	0.04
Trim2	0.04
AABR07058886.1	0.04
Dennd3	0.04
Nudt9	0.04
Tnfrsf21	0.04
Shroom1	0.04
Slfn13	0.04
Tcf7l2	0.04
Gtf2h1	0.04
Bet1l	0.04
Slc30a9	0.04
Hectd1	0.04
Tmx2	0.04
Clec2g	0.04
Armh4	0.04
Usp7	0.04
Sirt5	0.04
Nbeal2	0.04
Pcyt1a	0.04
Rnf181	0.04
RGD1565616	0.04
Nfkbia	0.04
Nt5c2	0.04
C2cd4c	0.04
Ebp	0.04
Tbc1d14	0.04
Tspan1	0.04
Gtf3c5	0.04
Mapk1ip1l	0.04
Amer2	0.04
Arfgef1	0.04
Plagl2	0.04
AABR07001896.1	0.04
AABR07005752.1	0.04
Ctdp1	0.04
Eny2	0.04
Stam	0.04
AC120310.1	0.04
RGD1563962	0.04
Slc12a7	0.04
Fuk	0.04
Zfp810	0.04
Impad1	0.04
Ncl	0.04
Shc2	0.04
Gosr1	0.04
Maf	0.04
Nup50	0.04
Snx5	0.04
LOC100910130	0.04
Msh6	0.04
Usp28	0.04
Cstf3	0.04
Mtfr1	0.04
Arhgap45	0.04
Cables2	0.04
Entpd1	0.04
Hist1h2ao	0.04
Nrcam	0.04
Msl2	0.04
Bbs7	0.04
Usp45	0.04
Commd5	0.04
Rfxank	0.04
Ppib	0.04
Dstyk	0.04
AABR07027088.1	0.04
Parp11	0.04
Pdia6	0.04
Zscan29	0.04
Chchd3	0.04
LOC100361008	0.04
Sdc2	0.04
Pnma5	0.04
Lrrc49	0.04
Aes	0.04
Dusp26	0.04
Aasdh	0.04
Nectin4	0.04
Spag8	0.04
Arhgap23	0.04
Sv2c	0.04
Cdk2ap1	0.04
Pi4k2a	0.04
Prmt7	0.04
AABR07000382.1	0.04
LOC100125362	0.04
AABR07022144.1	0.04
Myo9a	0.04
Hsd17b4	0.04
Rell2	0.04
Tgs1	0.04
Tmem130	0.04
AABR07004232.2	0.04
Ephb4	0.04
F2rl2	0.04
AABR07028999.1	0.04
Acat2l1	0.04
Cbfb	0.04
Esam	0.04
Chchd7	0.04
Nus1	0.04
RGD1310852	0.04
Pgpep1	0.04
Kifap3	0.04
Hoga1	0.04
Zfp317	0.04
Emc9	0.04
Fgf14	0.04
Tfam	0.04
Efcab7	0.04
Spidr	0.04
AABR07060862.1	0.04
Myo15a	0.04
Rbfox1	0.04
Arhgap15	0.04
Apba3	0.04
Tmem260	0.04
Scarf2	0.04
Atp6v1c2	0.04
Zfp704	0.04
Camkmt	0.04
Mutyh	0.04
Pik3ip1	0.04
Dnaja2	0.04
Lrrtm3	0.04
Blzf1	0.04
Pqbp1	0.04
LOC100362366	0.04
Cdon	0.04
Stam2	0.04
Selenoi	0.04
Ddost	0.04
Deptor	0.04
Abca8	0.04
Prex2	0.04
Clns1a	0.04
Fgfr1op	0.04
Psph	0.04
Rps27a	0.04
Dbx2	0.04
Tmem134	0.04
Tspyl2	0.04
Fbn1	0.04
Flvcr2	0.04
Ankrd12	0.04
Tiparp	0.04
AA926063	0.04
Tlr1	0.04
Lrg1	0.04
AABR07024869.2	0.04
AABR07044388.2	0.04
LOC103690015	0.04
Rfxap	0.04
Ssx2ip	0.04
Osbpl6	0.04
Ppil3	0.04
Prkd3	0.04
Kdelc2	0.04
Cntn5	0.04
Cnot11	0.04
Aatf	0.04
Aard	0.04
Gm25994	0.04
Sos2	0.04
Plek	0.04
LOC102550455	0.04
Lrrcc1	0.04
Hs2st1	0.04
N4bp1	0.04
Plcd3	0.04
LOC108348101	0.04
Aldh9a1	0.04
Cct2	0.04
Fuca1	0.04
Prim2	0.04
Atp2c1	0.04
AABR07017145.1	0.04
Pclo	0.04
Stom	0.04
Dnaaf2	0.04
RGD1566386	0.04
Tmed2	0.04
LOC100911847	0.04
Sesn1	0.04
Pcgf3	0.04
AABR07002068.1	0.04
Ngrn	0.04
AABR07002885.1	0.04
Hspa4l	0.04
AABR07004269.3	0.04
RGD1310352	0.04
Enpp2	0.04
Rmdn3	0.04
Dmap1	0.04
Cpsf2	0.04
Ezh1	0.04
LOC100912596	0.04
Ptpn18	0.04
Tmem176b	0.04
Eda	0.04
Nfxl1	0.04
Slc39a6	0.04
Zfp26	0.04
Rnf20	0.04
Gpr158	0.04
Sestd1	0.04
Wwp2	0.04
Clk3	0.04
Bcat2	0.04
Med28	0.04
Rimkla	0.04
Cul2	0.04
Trpv2	0.04
Mtg1	0.04
Zfp780b-ps1	0.04
LOC100360750	0.04
Gusb	0.04
Aste1	0.04
Igfbp5	0.04
Pbdc1	0.04
Mir1188	0.04
Tbcel	0.04
Myo6	0.04
Pcdha12	0.04
Mdm2	0.04
Polr2f	0.04
Nudcd1	0.04
Ncaph	0.04
Tssk6	0.04
Fto	0.04
Abracl	0.04
Chn1	0.04
Cltc	0.04
Usp47	0.04
Myh10	0.04
Phax	0.04
Gjc3	0.04
Psme4	0.04
Scaf4	0.04
Pld1	0.04
Zfp653	0.04
Grwd1	0.04
Mpp6	0.04
Sypl1	0.04
Nadsyn1	0.04
Ankzf1	0.04
Ctdsp1	0.04
Ccdc42	0.04
Kdelr2	0.04
Kcnrg	0.04
Serpina1	0.04
AABR07049722.1	0.04
AC110367.1	0.04
Rac1	0.04
Acvr1c	0.04
Sephs1	0.04
Sytl2	0.04
Myef2	0.04
Dpp8	0.04
Btf3l4	0.04
Pdcl3	0.04
Olfml1	0.04
Imp4	0.04
Lin7b	0.04
Wdr26	0.04
Sepsecs	0.04
Acyp1	0.04
Usp31	0.04
Trpv3	0.04
Jph1	0.04
Fip1l1	0.04
Cnnm1	0.04
Trmt9b	0.04
Psmb1	0.04
Prep	0.04
Msl1	0.04
Prkaca	0.04
Psd4	0.04
Sp4	0.04
Tceal3	0.04
Gps2	0.04
LOC100360841	0.04
Ddx52	0.04
Hp	0.04
Ttc38	0.04
Cog3	0.04
Castor2	0.04
Zfyve28	0.04
Irak2	0.04
Aplf	0.04
AABR07021955.1	0.04
Fbxo33	0.04
RT1-DMa	0.04
Pxdn	0.04
Vat1	0.04
Mpped1	0.04
Rabep1	0.04
Pcbp2	0.04
Tmem184c	0.04
Clcn3	0.04
Dcaf10	0.04
Ugt1a7c	0.04
Ndufc2	0.04
RGD1305464	0.04
Aldh5a1	0.04
AABR07026893.1	0.04
Bod1l1	0.04
Rbx1	0.04
LOC100125367	0.04
Eef1b2	0.04
Tsn	0.04
Coq8a	0.04
Mme	0.04
Ecpas	0.04
Cetn2	0.04
Taf1b	0.04
Six5	0.04
Pdlim7	0.04
LOC683897	0.04
AABR07012129.1	0.04
Lmbr1l	0.04
Ogfod3	0.04
Brox	0.04
Gnaz	0.04
Fam19a4	0.04
Phf10	0.04
Prmt1	0.04
AABR07065078.1	0.04
Hspb8	0.04
Usp39	0.04
Ccne1	0.04
Gpld1	0.04
Sass6	0.04
Mrpl44	0.04
LOC103691556	0.04
Prkab2	0.04
Agtrap	0.04
Zfp212	0.04
Mt-atp6	0.04
Ttbk2	0.04
Stpg1	0.04
LOC100911374	0.04
Agt	0.04
Tcp11l1	0.04
Tshz3	0.04
LOC108348139	0.04
Bod1	0.04
Abcc9	0.04
Psmg2	0.04
Clcnkb	0.04
Pigc	0.04
RGD1560398	0.03
Hmga1	0.03
Uckl1	0.03
Pnisr	0.03
Ptprd	0.03
Uhmk1	0.03
Wscd2	0.03
NEWGENE_1562416	0.03
Bbs4	0.03
Clcn2	0.03
Myzap	0.03
Polr3d	0.03
Zfp207	0.03
Ubqln1	0.03
Ajap1	0.03
Srd5a3	0.03
Cnot4	0.03
Casc1	0.03
AABR07054096.1	0.03
Metap2	0.03
LOC100910807	0.03
Heatr6	0.03
Pnma3	0.03
Dynll2	0.03
Edem3	0.03
Fam160b2	0.03
LOC100910245	0.03
Thnsl1	0.03
Gatd1	0.03
Flrt3	0.03
Cep162	0.03
Slc25a36	0.03
Gria3	0.03
Mark3	0.03
Gsta4	0.03
Polr1b	0.03
Pias2	0.03
Klf15	0.03
Slc12a6	0.03
Pdpr	0.03
Il1a	0.03
B3gnt4	0.03
Bard1	0.03
Ms4a4c	0.03
Alpi	0.03
Cyp26c1	0.03
Mir132	0.03
Cyp4b1	0.03
RF01290	0.03
RF00571	0.03
RF00613	0.03
Dhrs9	0.03
Fbxw2	0.03
Xrcc3	0.03
Wdr20	0.03
Rps6ka5	0.03
AABR07039218.1	0.03
Fhod1	0.03
Mydgf	0.03
LOC102555189	0.03
Map3k5	0.03
Parn	0.03
Cep41	0.03
Gpn1	0.03
H3f3b	0.03
Rnf7	0.03
Ndufc1	0.03
Gdpd1	0.03
Suox	0.03
Phf23	0.03
Usp18	0.03
Rrm2	0.03
LOC690000	0.03
RGD1308544	0.03
Ccdc15	0.03
Kcnq5	0.03
Ablim3	0.03
Htr1a	0.03
Slitrk1	0.03
Cited2	0.03
Unc5c	0.03
Ust	0.03
Taok1	0.03
Slc16a14	0.03
Cebpz	0.03
AABR07019085.1	0.03
Ppox	0.03
Ldb1	0.03
Galk2	0.03
Tmed10	0.03
Nktr	0.03
AABR07064719.1	0.03
Lin28b	0.03
Ttk	0.03
AABR07002546.1	0.03
Znrf4	0.03
Utp6	0.03
Ldlrad3	0.03
Slc39a1	0.03
Lrrn1	0.03
Gpr12	0.03
Prickle1	0.03
_	0.03
Tspyl4	0.03
Ero1a	0.03
Rbsn	0.03
Slc7a2	0.03
Nr1i3	0.03
Setd4	0.03
Psmd5	0.03
Esyt1	0.03
Tmem88b	0.03
Jmjd1c	0.03
Dnajc10	0.03
Memo1	0.03
Vwc2	0.03
Nop14	0.03
Ric3	0.03
Pctp	0.03
Fscn3	0.03
Gramd2a	0.03
Tnrc6b	0.03
Purb	0.03
Ublcp1	0.03
Mrnip	0.03
Pear1	0.03
LOC103693999	0.03
Utrn	0.03
Bora	0.03
Ldlr	0.03
RGD1311847	0.03
Daglb	0.03
Ttc22	0.03
Ankrd53	0.03
AABR07019083.1	0.03
B4galt3	0.03
Rnf4	0.03
Tlr4	0.03
AABR07065530.1	0.03
Nsd3	0.03
Ankmy1	0.03
Cul1	0.03
Cacna1i	0.03
Apaf1	0.03
Rce1	0.03
Tmie	0.03
Akap8	0.03
Birc6	0.03
Grm2	0.03
Ptpn7	0.03
Tmod4	0.03
Aar2	0.03
Nxph4	0.03
Pdcd6	0.03
Il6st	0.03
Rab5if	0.03
Lars	0.03
Nog	0.03
Mkks	0.03
Brd7	0.03
Grb10	0.03
AABR07038948.2	0.03
Dcun1d4	0.03
Mpc2	0.03
Vps41	0.03
Ccndbp1	0.03
Camlg	0.03
Cyth3	0.03
Mycbp2	0.03
Gpkow	0.03
Hpf1	0.03
Ankrd33b	0.03
Ddb1	0.03
Psmb10	0.03
Tor2a	0.03
Eml4	0.03
Dlx2	0.03
Rnf19a	0.03
LOC100911725	0.03
Rpap2	0.03
Anxa3	0.03
Chfr	0.03
Caprin1	0.03
Fbxo28	0.03
Pdzrn3	0.03
Hp1bp3	0.03
AABR07070131.1	0.03
Naa10	0.03
Ubfd1	0.03
Fnbp1	0.03
Tomm70	0.03
Slc1a3	0.03
Sec22a	0.03
LOC100912585	0.03
Neurl1b	0.03
Rdh13	0.03
Tmem165	0.03
Ccdc33	0.03
Fam50a	0.03
Plk2	0.03
Tm2d2	0.03
Setd7	0.03
Mrps18c	0.03
Snapc3	0.03
Whamm	0.03
Tceal1	0.03
Uso1	0.03
LOC108351584	0.03
Psen1	0.03
Slc25a27	0.03
Sec11a	0.03
LOC102556092	0.03
Jun	0.03
Cdk7	0.03
Prkdc	0.03
Ar	0.03
Trim37	0.03
Cage1	0.03
Reep5	0.03
Glod4	0.03
Obsl1	0.03
Ap4m1	0.03
Pcca	0.03
Pkig	0.03
Txnrd2	0.03
Eif2s2	0.03
Evi2a	0.03
Prkar2a	0.03
Ppm1a	0.03
Ube2h	0.03
Tmem163	0.03
Tctex1d1	0.03
AABR07059002.1	0.03
Taco1	0.03
Erbb4	0.03
Aebp1	0.03
Fam217b	0.03
Arhgef6	0.03
Khdrbs3	0.03
Gabrb1	0.03
Mfap3	0.03
Dync1i2	0.03
Fam98c	0.03
Ccnyl1	0.03
Fermt2	0.03
Col5a2	0.03
Fam136a	0.03
Mlxip	0.03
Gltpd2	0.03
LOC100912399	0.03
Ppm1b	0.03
Cyp2t1	0.03
RGD1563056	0.03
Bhlha15	0.03
Robo2	0.03
Tp53i3	0.03
LOC100362339	0.03
Znf354b	0.03
Gfra2	0.03
Lmo4	0.03
Gnl3	0.03
Cand1	0.03
Phf13	0.03
Gdi2	0.03
Usp1	0.03
Eif2ak1	0.03
Rps21	0.03
Plcg1	0.03
Mlst8	0.03
Dmac1	0.03
Ncoa4	0.03
Mfsd6	0.03
Rad51d	0.03
Gpr89b	0.03
Uqcc1	0.03
Zmat4	0.03
Pa2g4	0.03
Pygo2	0.03
Nup210	0.03
Rit1	0.03
Hacd2	0.03
Psmd6	0.03
Aff4	0.03
Usp27x	0.03
Ispd	0.03
Bbs1	0.03
Zfp385b	0.03
Pcsk9	0.03
Tsks	0.03
AABR07072748.2	0.03
LOC100911047	0.03
Nox1	0.03
AABR07071904.2	0.03
Slc18a3	0.03
Strap	0.03
Mrps22	0.03
Pdgfra	0.03
Thrap3	0.03
Cyp2d4	0.03
Cbx5	0.03
Rin3	0.03
AABR07021704.1	0.03
Acvr2a	0.03
Mrpl50	0.03
Dnmbp	0.03
Disp3	0.03
Snx8	0.03
LOC100910506	0.03
Polrmt	0.03
Pdxdc1	0.03
Ss18	0.03
Npepps	0.03
Tmem126a	0.03
Tmem179b	0.03
Sdhd	0.03
AABR07064810.1	0.03
Cndp2	0.03
Ankrd46	0.03
Spcs2	0.03
AABR07031918.1	0.03
Gns	0.03
Spin1	0.03
Arnt	0.03
Faf1	0.03
Etv6	0.03
Nbr1	0.03
Fads6	0.03
L3mbtl1	0.03
AABR07073453.1	0.03
Cdc123	0.03
Tyw3	0.03
Pxmp2	0.03
Sbno1	0.03
Ctsl	0.03
Ppp2cb	0.03
Mylk	0.03
RT1-CE4	0.03
Cntn2	0.03
Jade2	0.03
Dcdc2	0.03
Mfsd11	0.03
Gpatch11	0.03
AC120262.2	0.03
Phf20l1	0.03
Kansl2	0.03
Pgap2	0.03
Car8	0.03
Lcn12	0.03
Pop4	0.03
Snupn	0.03
Sntg2	0.03
Mkrn1	0.03
Arf2	0.03
Lima1	0.03
Acsl1	0.03
Mtmr6	0.03
Slc9a8	0.03
Vmac	0.03
Abhd8	0.03
Astn1	0.03
Rsbn1l	0.03
Acbd3	0.03
Ddx5	0.03
Ndfip2	0.03
Klhl32	0.03
Atf6	0.03
Ptbp2	0.03
Kmt2e	0.03
AABR07015294.1	0.03
RGD1565472	0.03
B3gnt7	0.03
Itgbl1	0.03
Coq4	0.03
Cpeb2	0.03
Apmap	0.03
Car11	0.03
RGD1304694	0.03
Thtpa	0.03
Map3k1	0.03
Eipr1	0.03
Foxo4	0.03
Mllt10	0.03
Gfm2	0.03
Cpt1a	0.03
Usp54	0.03
Zfyve1	0.03
P2ry4	0.03
Slc17a9	0.03
Spata6l	0.03
Dbndd1	0.03
Klhdc10	0.03
Afg3l1	0.03
LOC108348072	0.03
Zfp629	0.03
Gpr61	0.03
Pomp	0.03
Kdr	0.03
Kcnd3	0.03
Hdac3	0.03
Tnfrsf12a	0.03
AABR07001905.1	0.03
Nipa1	0.03
Zbtb11	0.03
LOC100362751	0.03
Sav1	0.03
Guf1	0.03
Prkar2b	0.03
Calcoco1	0.03
Wnk1	0.03
Bcl2l2	0.03
U2af1	0.03
Mrc2	0.03
Mzt2b	0.03
AABR07059198.1	0.03
Vps50	0.03
Phf14	0.03
Tpt1	0.03
Lrriq1	0.02
Ano8	0.02
Sorbs3	0.02
Cyb5d1	0.02
AABR07031756.1	0.02
Slx4ip	0.02
LOC100910838	0.02
Rab22a	0.02
Mmp14	0.02
RT1-DMb	0.02
Ddx24	0.02
Elp2	0.02
Foxp2	0.02
Pus7	0.02
Ccdc84	0.02
Ypel3	0.02
Mrpl15	0.02
Trmt10b	0.02
Arpin	0.02
Pip5k1a	0.02
Tex10	0.02
Scn1a	0.02
Meis3	0.02
Rnf25	0.02
Pex7	0.02
LOC103692984	0.02
Jakmip3	0.02
Adck5	0.02
Tmed8	0.02
Cybc1	0.02
Snapc1	0.02
Csnk2a1	0.02
Kdm1a	0.02
Lrwd1	0.02
Hinfp	0.02
Tollip	0.02
Chchd5	0.02
Hmg20a	0.02
Nudc	0.02
Arpc5	0.02
Ankfy1	0.02
AC106605.1	0.02
Golga7b	0.02
Hdac11	0.02
Rabgap1	0.02
Herpud1	0.02
Cbx7	0.02
Vamp1	0.02
Kmt5c	0.02
Hnrnpd	0.02
Gna13	0.02
Sf3b3	0.02
Esyt3	0.02
Rpap3	0.02
Kcna2	0.02
Mrpl3	0.02
Hus1	0.02
Diablo	0.02
Hmces	0.02
LOC100365363	0.02
Fryl	0.02
Ttc19	0.02
Gga2	0.02
Stim2	0.02
Snapc4	0.02
Cep57l1	0.02
0	0.02
Epb41l3	0.02
Lamtor5	0.02
Klf9	0.02
AABR07068587.1	0.02
Mapk6	0.02
Nckap1	0.02
Mfsd14a	0.02
LOC103693608	0.02
Ngf	0.02
Tk1	0.02
Sec31a	0.02
Snx27	0.02
Nrbp1	0.02
Echs1	0.02
Corin	0.02
Icos	0.02
AABR07000747.1	0.02
Nsun3	0.02
Akt2	0.02
Urgcp	0.02
Mpc1	0.02
Slc20a2	0.02
Pqlc3	0.02
Mpp4	0.02
Igsf1	0.02
Sltm	0.02
Dld	0.02
Avil	0.02
S100a13	0.02
B3gntl1	0.02
Psmd14	0.02
Tsku	0.02
Txndc17	0.02
Epha4	0.02
Zrsr1	0.02
Ercc8	0.02
Fgf9	0.02
Spg21	0.02
AC125757.1	0.02
Klhdc2	0.02
Eci3	0.02
Tsc22d4	0.02
LOC100911186	0.02
Zbtb24	0.02
Glo1	0.02
Hlcs	0.02
LOC100359583	0.02
Plekha1	0.02
Dnajc7	0.02
Aif1l	0.02
Lrba	0.02
Hspa13	0.02
Fig4	0.02
Zfp764	0.02
Faim	0.02
Pofut1	0.02
Cnpy4	0.02
AC115420.2	0.02
Enpp5	0.02
Rprd2	0.02
Stard4	0.02
RGD1311575	0.02
Pfas	0.02
Insr	0.02
Thap12	0.02
Sec24d	0.02
Fhdc1	0.02
Uba7	0.02
Secisbp2	0.02
Lsm14a	0.02
Minpp1	0.02
AABR07010705.1	0.02
Spata7	0.02
Snx19	0.02
Pnma8a	0.02
Bri3	0.02
Mrpl54	0.02
Slc7a6	0.02
Naa16	0.02
LOC360479	0.02
Mir377	0.02
RF00392	0.02
LOC108348302	0.02
Thyn1	0.02
Tet1	0.02
Tmem243	0.02
Zfp711	0.02
Ranbp1	0.02
Pex14	0.02
Gzf1	0.02
Elovl6	0.02
Irf2bp1	0.02
Ypel4	0.02
Mt-cyb	0.02
AABR07064873.1	0.02
Ccdc47	0.02
Rnf14	0.02
Rhoc	0.02
Tpgs1	0.02
Tecpr2	0.02
LOC103689945	0.02
Galr1	0.02
Ankrd34b	0.02
Ilf2	0.02
Golga3	0.02
Ubr5	0.02
Ing2	0.02
Pphln1	0.02
AABR07004228.1	0.02
Chtop	0.02
Msmo1	0.02
Trim44	0.02
Cby1	0.02
S1pr1	0.02
Hmgn2	0.02
Rbm4b	0.02
AABR07068852.1	0.02
Tmem200a	0.02
Rpl34	0.02
Vkorc1	0.02
Ttf1	0.02
Wrb	0.02
Tbc1d9b	0.02
LOC100912282	0.02
Ppp1r12c	0.02
Sdsl	0.02
Rbl2	0.02
Nek7	0.02
NEWGENE_1559832	0.02
Vps37b	0.02
Ube2d1	0.02
Tmem186	0.02
Mtch2	0.02
Map2	0.02
Snx29	0.02
Ddx23	0.02
Xxylt1	0.02
Uqcrc2	0.02
AC108574.1	0.02
Tex2	0.02
Rabggtb	0.02
Herc6	0.02
Fyttd1	0.02
Nipal2	0.02
Stub1	0.02
Adnp2	0.02
Abi1	0.02
Lingo3	0.02
Cntnap5b	0.02
Bcl2l13	0.02
Aktip	0.02
Tnpo3	0.02
Lsg1	0.02
Ttc17	0.02
Otud5	0.02
Brms1l	0.02
Plrg1	0.02
Lmln	0.02
Sdcbp	0.02
Zfp518b	0.02
Cwc27	0.02
LOC100911951	0.02
Nat8b	0.02
Tacc1	0.02
Chmp2b	0.02
Hdac2	0.02
Plppr3	0.02
Dpcd	0.02
Zfp136	0.02
Abce1	0.02
Otud7b	0.02
Gda	0.02
Nup54	0.02
Washc2c	0.02
Tmem87a	0.02
Plpp4	0.02
Eva1c	0.02
Ppp1r21	0.02
Dnajc17	0.02
Gatm	0.02
Tmem97	0.02
Pex2	0.02
Cysrt1	0.02
Mslnl	0.02
RGD1564855	0.02
Arse	0.02
Smpdl3a	0.02
Rps6kl1	0.02
Mok	0.02
Tbc1d30	0.02
Negr1	0.02
Kdm2a	0.02
Aph1b	0.02
Fnip2	0.02
Snx30	0.02
Tmem254	0.02
Xrn2	0.02
LOC100911372	0.02
Stoml1	0.02
Col3a1	0.02
Mtss1	0.02
Maml1	0.02
AABR07021988.1	0.02
Elmo3	0.02
Shroom3	0.02
AABR07031767.1	0.02
Tssk3	0.02
AABR07003187.1	0.02
AABR07027111.1	0.02
Phf20	0.02
Prpf38b	0.02
Btbd17	0.02
AC094217.1	0.02
LOC102546678	0.02
Klhl5	0.02
Rbbp5	0.02
Gtf3c1	0.02
Tmem198	0.02
Drc3	0.02
Snx32	0.02
Tmem107	0.02
AABR07062512.1	0.02
Rcc1l	0.02
LOC681367	0.02
LOC100910418	0.02
St13	0.02
Rufy3	0.02
Arc	0.02
Amt	0.02
Cfdp1	0.02
RGD1597339	0.02
Polr3k	0.02
Zfp318	0.02
Nudt2	0.02
Rfx5	0.02
Prkar1a	0.02
Rnf11l1	0.02
AABR07049790.1	0.02
AC130232.2	0.02
AABR07028805.1	0.02
Maco1	0.02
Tfb1m	0.02
Rps18	0.02
Slx1b	0.02
Akap9	0.02
Smad1	0.02
Doc2g	0.02
Orc6	0.02
Cstf2	0.02
Brinp3	0.02
Itsn1	0.02
Gan	0.02
Vwf	0.02
Adam8	0.02
Cspg5	0.02
AABR07002973.1	0.02
Exoc6b	0.02
Acad8	0.02
Itga4	0.02
Ccdc159	0.02
Vcam1	0.02
RGD1359108	0.02
RGD1309540	0.02
Sugp2	0.02
Ssbp3	0.02
Tssc4	0.02
Psd2	0.02
Tbce	0.02
Rimbp3	0.02
Txndc15	0.02
Enkur	0.02
LOC108348055	0.02
Doc2a	0.02
Tmem68	0.02
Prelp	0.02
Smyd2	0.02
AABR07029002.2	0.02
Pacs2	0.02
Galt	0.02
Srrm2	0.02
Sft2d2	0.02
Mpnd	0.02
Kat6b	0.02
Aptx	0.02
Agl	0.02
Mpdu1	0.02
Ankar	0.02
Elf2	0.02
LOC100360522	0.02
Sumo4	0.02
Noct	0.02
Slc3a2	0.02
Nol4l	0.02
Zbtb33	0.02
Atp6v1g1	0.02
H2afx	0.02
AABR07007642.1	0.02
Nceh1	0.02
Tppp	0.02
Zfyve9	0.02
NEWGENE_1308624	0.02
Cds2	0.02
AABR07044366.1	0.02
Eml6	0.02
Ppp1cc	0.02
Anks1b	0.02
P4hb	0.02
Rbm12	0.02
Tia1	0.02
LOC689574	0.02
Tmem132b	0.02
Rilpl2	0.02
LOC680039	0.02
Pcna	0.02
Zfp663	0.02
Ptprj	0.02
Ift122	0.02
Hnrnpul2	0.02
RF00181	0.02
Dyrk1a	0.02
Pithd1	0.02
Abcc5	0.02
Rab10	0.02
Chl1	0.02
Insig1	0.02
Nans	0.02
Gapvd1	0.02
Kif1b	0.02
Pabpn1	0.02
Nalcn	0.02
Rxfp1	0.02
Tspan3	0.02
Mapk8	0.02
Hyal1	0.02
LOC102550543	0.02
Glud1	0.02
Itgb5	0.02
Col11a1	0.02
Zfp143	0.02
Pus3	0.02
Ick	0.02
AABR07062583.1	0.02
AABR07029581.1	0.02
Cdc34	0.02
Gid8	0.02
Rnf26	0.01
Ric1	0.01
Galnt11	0.01
Il11ra1	0.01
Tnfaip1	0.01
Zbtb39	0.01
Ltc4s	0.01
Tecta	0.01
Hes5	0.01
Tmem209	0.01
Mut	0.01
Rragd	0.01
Mir154	0.01
Cyb561	0.01
Hsdl2	0.01
LOC102549542	0.01
Ankrd34a	0.01
Rbmx2	0.01
Ltk	0.01
Zfp639	0.01
Oxsr1	0.01
Naa25	0.01
Akip1	0.01
Gba	0.01
Braf	0.01
Mff	0.01
Fam160b1	0.01
Mief2	0.01
Metap1d	0.01
Steap4	0.01
Abcc12	0.01
Gja5	0.01
Tdrd6	0.01
AABR07043557.1	0.01
RF00581	0.01
RF00108	0.01
AABR07015889.1	0.01
Luc7l	0.01
Dync2li1	0.01
Ndufb8	0.01
Emc1	0.01
Casc3	0.01
Tcp11l2	0.01
Sacs	0.01
Rnf213	0.01
Wdr73	0.01
AABR07011996.1	0.01
LOC100911837	0.01
Kcnip2	0.01
Usp38	0.01
Zfp866	0.01
Sirpa	0.01
Ptdss1	0.01
Ttc33	0.01
F2r	0.01
Hint2	0.01
Smox	0.01
AABR07060519.1	0.01
Slc6a8	0.01
Mtmr2	0.01
Lonrf1	0.01
Tmem178a	0.01
Inhbb	0.01
Gnl3l	0.01
Clip3	0.01
Tbcd	0.01
Larp1b	0.01
Zfp366	0.01
Prkaa2	0.01
Dcaf12	0.01
Elp3	0.01
Smo	0.01
Scrn1	0.01
Fkbpl	0.01
Zfp516	0.01
Arhgef12	0.01
Tbc1d5	0.01
AABR07069454.1	0.01
Rlbp1	0.01
Zcchc12	0.01
Gnb1	0.01
Cog6	0.01
Nedd4l	0.01
LOC498231	0.01
Slx4	0.01
Efcab14	0.01
Rpsa	0.01
Mfsd1	0.01
Fank1	0.01
Flywch1	0.01
Znrf1	0.01
Naa35	0.01
Prrc1	0.01
Kdm3a	0.01
Dhcr7	0.01
Kcnc1	0.01
Jpt2	0.01
Utp3	0.01
Rsl24d1	0.01
Sytl1	0.01
Reep3	0.01
Dlat	0.01
Cox14	0.01
Ppp2r5e	0.01
Plxna3	0.01
Ppil2	0.01
Wrap53	0.01
Rab36	0.01
AABR07029613.1	0.01
RGD1559441	0.01
Utp15	0.01
Pi16	0.01
Stx5	0.01
Toe1	0.01
Amacr	0.01
Arpp21	0.01
Cdc42se2	0.01
LOC684270	0.01
Pik3r3	0.01
Xpc	0.01
Pkd1	0.01
LOC100910446	0.01
Actr10	0.01
Srpk1	0.01
Ubr2	0.01
RGD1562339	0.01
Arf6	0.01
Stx12	0.01
Tox2	0.01
Fchsd2	0.01
Max	0.01
Fundc2	0.01
Il17ra	0.01
Helz	0.01
Hpse	0.01
Dym	0.01
Rhoq	0.01
Faah	0.01
Pmm2	0.01
Neurod6	0.01
Cct4	0.01
Chp1	0.01
Popdc2	0.01
Vps25	0.01
H3f3c	0.01
Ubxn6	0.01
LOC108348136	0.01
Med6	0.01
Atp2b4	0.01
